file,blurr,brightness,colorswap,move,resize,rotated
8953.png,100.000000,100.000000,99.479167,85.937500,75.520833,91.666667
8955.png,100.000000,100.000000,98.958333,77.083333,85.416667,92.708333
8959.png,100.000000,100.000000,99.479167,87.500000,87.500000,96.354167
8960.png,100.000000,100.000000,95.833333,95.312500,79.687500,93.750000
8961.png,100.000000,100.000000,95.833333,92.708333,82.812500,95.833333
8963.png,100.000000,100.000000,99.479167,82.291667,86.458333,94.791667
8964.png,100.000000,100.000000,98.958333,79.166667,83.854167,96.354167
8965.png,100.000000,100.000000,98.437500,81.770833,85.416667,96.354167
8968.png,100.000000,100.000000,97.916667,83.333333,72.395833,97.395833
8970.png,100.000000,100.000000,98.437500,97.916667,85.416667,94.791667
8974.png,100.000000,100.000000,96.875000,84.895833,78.645833,95.312500
8977.png,100.000000,100.000000,97.916667,86.458333,78.645833,95.312500
8979.png,100.000000,100.000000,99.479167,82.812500,81.250000,94.270833
8980.png,100.000000,100.000000,98.958333,77.083333,82.812500,95.833333
8982.png,99.479167,100.000000,96.354167,89.583333,83.333333,96.875000
8983.png,100.000000,100.000000,97.395833,79.687500,81.770833,95.833333
8984.png,100.000000,100.000000,98.437500,89.583333,86.458333,94.270833
8987.png,100.000000,100.000000,95.312500,81.250000,80.729167,94.270833
8988.png,100.000000,100.000000,97.395833,87.500000,76.562500,93.229167
8990.png,99.479167,100.000000,96.875000,86.979167,78.125000,91.145833
8991.png,100.000000,100.000000,100.000000,82.812500,86.458333,95.312500
8992.png,100.000000,100.000000,99.479167,97.395833,83.333333,96.354167
8996.png,100.000000,100.000000,96.354167,80.208333,85.937500,94.270833
8998.png,100.000000,100.000000,99.479167,89.062500,82.291667,96.875000
9000.png,100.000000,100.000000,97.916667,88.020833,90.625000,96.354167
9002.png,100.000000,100.000000,99.479167,97.395833,87.500000,93.229167
9004.png,100.000000,100.000000,98.437500,83.333333,77.604167,92.187500
9007.png,100.000000,100.000000,100.000000,94.791667,90.625000,93.229167
9008.png,100.000000,100.000000,98.958333,95.312500,87.500000,94.270833
9012.png,100.000000,100.000000,99.479167,86.979167,81.250000,95.312500
9013.png,99.479167,100.000000,100.000000,80.208333,84.375000,94.270833
9014.png,100.000000,100.000000,97.916667,75.520833,91.666667,95.312500
9015.png,100.000000,100.000000,98.437500,84.895833,87.500000,96.354167
9016.png,100.000000,100.000000,97.916667,79.687500,79.687500,93.750000
9017.png,99.479167,100.000000,99.479167,84.375000,91.145833,96.875000
9021.png,100.000000,100.000000,98.437500,88.541667,85.937500,94.791667
9022.png,100.000000,100.000000,99.479167,85.937500,79.166667,94.270833
9023.png,100.000000,100.000000,98.437500,73.437500,80.729167,97.395833
9026.png,100.000000,100.000000,97.916667,84.895833,88.020833,94.791667
9027.png,100.000000,100.000000,99.479167,85.937500,82.812500,92.708333
9029.png,100.000000,100.000000,97.916667,93.750000,85.937500,97.395833
9030.png,100.000000,100.000000,100.000000,86.979167,82.812500,94.791667
9031.png,100.000000,100.000000,97.916667,86.458333,82.812500,93.750000
9036.png,100.000000,100.000000,99.479167,87.500000,80.208333,95.312500
9037.png,100.000000,100.000000,98.437500,77.083333,81.250000,92.187500
9041.png,99.479167,100.000000,99.479167,83.333333,87.500000,96.875000
9043.png,100.000000,100.000000,96.875000,82.812500,77.604167,92.187500
9044.png,100.000000,100.000000,97.916667,83.854167,78.125000,95.312500
9045.png,100.000000,100.000000,98.437500,79.166667,80.729167,95.312500
9047.png,100.000000,100.000000,98.958333,83.333333,81.250000,93.750000
9048.png,100.000000,100.000000,96.354167,87.500000,81.770833,93.229167
9049.png,100.000000,100.000000,97.916667,83.854167,86.458333,94.791667
9050.png,100.000000,100.000000,98.958333,83.854167,91.666667,98.437500
9051.png,100.000000,100.000000,98.958333,88.020833,80.208333,91.145833
9054.png,100.000000,100.000000,97.916667,81.250000,81.770833,96.354167
9057.png,100.000000,100.000000,100.000000,79.687500,84.375000,95.312500
9058.png,100.000000,100.000000,98.437500,82.812500,88.541667,94.270833
9059.png,100.000000,100.000000,95.312500,76.562500,73.958333,90.104167
9060.png,99.479167,100.000000,98.437500,80.729167,88.020833,91.666667
9061.png,100.000000,100.000000,98.437500,97.916667,89.062500,95.312500
9062.png,100.000000,100.000000,97.916667,81.250000,82.291667,94.270833
9063.png,100.000000,100.000000,97.916667,82.291667,86.979167,94.791667
9065.png,100.000000,100.000000,95.833333,80.208333,81.250000,93.229167
9066.png,99.479167,100.000000,98.958333,82.291667,86.979167,94.791667
9070.png,98.958333,100.000000,96.875000,83.333333,81.250000,92.708333
9071.png,100.000000,100.000000,98.437500,76.041667,80.729167,92.187500
9072.png,100.000000,100.000000,97.916667,81.250000,81.770833,95.312500
9075.png,100.000000,100.000000,98.958333,93.750000,88.020833,94.791667
9076.png,99.479167,100.000000,100.000000,82.812500,84.895833,94.791667
9078.png,99.479167,100.000000,97.916667,78.125000,84.375000,93.229167
9081.png,100.000000,100.000000,98.958333,76.562500,82.291667,93.229167
9082.png,100.000000,100.000000,97.916667,80.729167,83.854167,94.270833
9084.png,100.000000,100.000000,100.000000,96.354167,77.083333,92.708333
9085.png,99.479167,100.000000,99.479167,85.937500,88.020833,95.833333
9087.png,100.000000,100.000000,99.479167,88.020833,80.729167,96.354167
9088.png,100.000000,100.000000,98.437500,79.687500,85.937500,95.312500
9090.png,100.000000,100.000000,97.395833,85.416667,84.375000,94.791667
9091.png,100.000000,100.000000,97.916667,80.208333,85.416667,94.791667
9096.png,100.000000,100.000000,98.437500,87.500000,80.208333,92.708333
9098.png,100.000000,100.000000,99.479167,79.166667,75.000000,95.833333
9099.png,100.000000,100.000000,99.479167,89.062500,80.729167,94.270833
9100.png,99.479167,100.000000,98.958333,84.375000,88.020833,97.916667
9103.png,100.000000,100.000000,99.479167,99.479167,77.083333,91.145833
9106.png,100.000000,100.000000,95.833333,81.250000,81.250000,93.229167
9107.png,100.000000,100.000000,96.875000,89.583333,83.854167,96.354167
9108.png,100.000000,100.000000,98.958333,84.375000,90.104167,96.875000
9109.png,100.000000,100.000000,97.395833,86.979167,84.895833,97.916667
9110.png,100.000000,100.000000,100.000000,97.916667,89.583333,94.791667
9111.png,100.000000,100.000000,97.916667,90.104167,88.020833,96.354167
9113.png,99.479167,100.000000,95.833333,83.854167,73.437500,92.187500
9115.png,100.000000,100.000000,97.916667,93.229167,84.895833,95.833333
9116.png,100.000000,100.000000,99.479167,84.375000,92.187500,98.958333
9118.png,99.479167,100.000000,98.958333,86.458333,82.812500,95.833333
9119.png,100.000000,100.000000,98.437500,82.812500,86.979167,94.270833
9121.png,100.000000,100.000000,98.437500,82.812500,81.250000,92.708333
9122.png,100.000000,100.000000,98.958333,88.020833,84.375000,96.875000
9123.png,99.479167,100.000000,99.479167,90.104167,85.937500,95.312500
9125.png,100.000000,100.000000,97.395833,83.333333,78.125000,97.916667
9126.png,100.000000,100.000000,98.437500,85.416667,82.291667,93.229167
9127.png,99.479167,100.000000,99.479167,89.583333,84.895833,95.833333
9128.png,100.000000,100.000000,98.437500,86.458333,83.333333,93.750000
9132.png,100.000000,100.000000,99.479167,97.395833,85.416667,94.270833
9134.png,100.000000,100.000000,96.875000,91.145833,83.333333,96.354167
9135.png,100.000000,100.000000,98.958333,84.895833,85.416667,95.833333
9138.png,100.000000,100.000000,98.958333,77.604167,86.458333,96.875000
9139.png,100.000000,100.000000,97.395833,95.833333,79.687500,93.750000
9140.png,100.000000,100.000000,100.000000,84.895833,92.187500,98.437500
9141.png,100.000000,100.000000,98.958333,88.020833,78.125000,93.750000
9144.png,100.000000,100.000000,98.437500,96.875000,73.958333,92.187500
9146.png,100.000000,100.000000,96.875000,84.375000,86.979167,92.708333
9147.png,100.000000,100.000000,98.437500,84.375000,82.812500,95.833333
9150.png,100.000000,100.000000,99.479167,93.229167,86.458333,96.875000
9153.png,100.000000,100.000000,97.395833,88.541667,89.583333,97.916667
9157.png,100.000000,100.000000,99.479167,84.375000,91.145833,96.354167
9158.png,100.000000,100.000000,99.479167,86.979167,86.979167,93.750000
9161.png,100.000000,100.000000,96.875000,79.687500,78.645833,94.270833
9163.png,99.479167,100.000000,97.916667,79.166667,81.250000,95.312500
9164.png,100.000000,100.000000,99.479167,86.979167,82.812500,96.354167
9165.png,100.000000,100.000000,99.479167,86.979167,75.000000,91.666667
9166.png,100.000000,100.000000,97.395833,87.500000,77.604167,92.187500
9168.png,100.000000,100.000000,96.354167,79.687500,82.812500,94.791667
9169.png,100.000000,100.000000,99.479167,95.312500,89.583333,94.791667
9171.png,100.000000,100.000000,99.479167,85.937500,85.937500,94.791667
9172.png,100.000000,100.000000,99.479167,87.500000,84.895833,96.875000
9173.png,100.000000,100.000000,98.437500,89.583333,80.729167,93.750000
9174.png,98.958333,100.000000,98.437500,86.458333,79.166667,91.666667
9176.png,99.479167,100.000000,99.479167,91.666667,81.250000,92.708333
9177.png,100.000000,100.000000,97.916667,81.250000,85.937500,94.270833
9178.png,100.000000,100.000000,98.437500,83.333333,85.416667,94.791667
9182.png,100.000000,100.000000,98.437500,80.208333,84.375000,96.354167
9184.png,100.000000,100.000000,99.479167,86.458333,90.104167,96.875000
9186.png,100.000000,100.000000,97.916667,84.895833,85.937500,97.916667
9187.png,100.000000,100.000000,98.958333,94.270833,82.812500,92.187500
9188.png,100.000000,100.000000,97.395833,84.375000,88.020833,95.833333
9190.png,100.000000,100.000000,97.916667,83.333333,77.604167,95.833333
9191.png,100.000000,100.000000,98.437500,82.291667,85.937500,97.916667
9192.png,99.479167,100.000000,98.437500,96.875000,86.979167,96.875000
9193.png,100.000000,100.000000,99.479167,83.333333,87.500000,94.270833
9194.png,100.000000,100.000000,97.916667,97.395833,81.770833,93.229167
9195.png,100.000000,100.000000,98.958333,85.416667,84.375000,98.437500
9196.png,100.000000,100.000000,98.437500,89.062500,78.125000,95.833333
9197.png,100.000000,100.000000,99.479167,85.416667,90.625000,95.312500
9198.png,100.000000,100.000000,97.916667,80.729167,88.541667,94.270833
9199.png,100.000000,100.000000,97.916667,80.729167,79.166667,93.229167
9200.png,100.000000,100.000000,99.479167,83.854167,86.979167,94.270833
9202.png,100.000000,100.000000,97.916667,84.375000,88.020833,94.270833
9204.png,100.000000,100.000000,96.875000,82.812500,80.729167,92.187500
9209.png,100.000000,100.000000,98.958333,81.250000,89.583333,97.916667
9210.png,100.000000,100.000000,97.916667,90.625000,80.208333,93.750000
9211.png,100.000000,100.000000,99.479167,82.291667,89.062500,94.791667
9212.png,100.000000,100.000000,98.958333,79.166667,83.333333,94.270833
9213.png,100.000000,100.000000,99.479167,80.208333,87.500000,96.875000
9215.png,98.958333,100.000000,95.833333,84.375000,84.375000,96.875000
9216.png,100.000000,100.000000,97.916667,79.166667,75.520833,91.666667
9217.png,100.000000,100.000000,98.958333,92.708333,90.104167,97.916667
9218.png,100.000000,100.000000,98.958333,85.416667,90.104167,95.833333
9219.png,100.000000,100.000000,98.437500,76.562500,85.416667,94.270833
9222.png,100.000000,100.000000,97.916667,81.770833,80.729167,95.312500
9226.png,100.000000,100.000000,99.479167,93.750000,86.458333,95.312500
9227.png,100.000000,100.000000,97.395833,91.666667,87.500000,97.916667
9230.png,100.000000,100.000000,96.354167,94.791667,77.604167,91.666667
9231.png,100.000000,100.000000,98.437500,83.333333,85.416667,92.708333
9232.png,99.479167,100.000000,97.916667,85.416667,84.375000,94.270833
9233.png,100.000000,100.000000,95.312500,84.895833,84.375000,94.791667
9236.png,98.958333,100.000000,96.354167,96.354167,84.895833,93.750000
9238.png,99.479167,100.000000,95.833333,81.770833,80.208333,93.750000
9239.png,99.479167,100.000000,97.916667,89.583333,77.604167,93.229167
9242.png,100.000000,100.000000,97.395833,86.458333,84.895833,95.312500
9243.png,100.000000,100.000000,99.479167,94.270833,90.104167,94.270833
9244.png,100.000000,100.000000,98.958333,83.333333,85.937500,95.312500
9246.png,100.000000,100.000000,99.479167,91.145833,89.062500,100.000000
9248.png,100.000000,100.000000,99.479167,82.291667,85.416667,95.833333
9249.png,100.000000,100.000000,97.916667,80.208333,74.479167,93.229167
9253.png,100.000000,100.000000,97.916667,95.312500,82.812500,93.750000
9254.png,100.000000,100.000000,95.833333,80.208333,84.375000,94.270833
9255.png,100.000000,100.000000,97.395833,95.312500,84.895833,93.750000
9256.png,100.000000,100.000000,97.916667,94.791667,83.333333,93.229167
9257.png,100.000000,100.000000,100.000000,82.291667,89.062500,98.437500
9259.png,100.000000,100.000000,97.916667,85.416667,89.062500,95.312500
9260.png,100.000000,100.000000,97.395833,83.854167,82.291667,93.229167
9261.png,100.000000,100.000000,98.958333,85.937500,84.375000,94.791667
9263.png,100.000000,100.000000,98.958333,84.375000,88.541667,94.270833
9264.png,100.000000,100.000000,99.479167,84.375000,85.416667,95.312500
9267.png,99.479167,100.000000,97.916667,94.791667,84.895833,96.354167
9268.png,100.000000,100.000000,99.479167,85.937500,83.333333,94.791667
9269.png,100.000000,100.000000,96.875000,85.416667,85.937500,95.833333
9271.png,100.000000,100.000000,97.395833,89.062500,89.062500,97.395833
9272.png,100.000000,100.000000,97.916667,78.125000,89.062500,92.708333
9274.png,100.000000,100.000000,99.479167,87.500000,90.625000,97.916667
9277.png,100.000000,100.000000,96.354167,83.333333,78.645833,94.791667
9281.png,100.000000,99.479167,97.395833,98.437500,86.979167,93.229167
9283.png,99.479167,99.479167,95.833333,93.750000,83.854167,94.791667
9285.png,99.479167,100.000000,98.958333,83.854167,75.000000,93.229167
9287.png,100.000000,100.000000,99.479167,88.020833,90.625000,96.354167
9288.png,100.000000,100.000000,97.395833,77.604167,78.125000,93.750000
9289.png,99.479167,100.000000,96.875000,84.895833,74.479167,91.666667
9290.png,100.000000,100.000000,96.354167,75.000000,82.291667,92.187500
9291.png,100.000000,100.000000,99.479167,92.187500,84.895833,95.312500
9292.png,100.000000,100.000000,99.479167,80.729167,78.645833,97.395833
9293.png,100.000000,100.000000,97.916667,91.145833,83.854167,94.791667
9294.png,100.000000,100.000000,98.437500,91.666667,81.770833,94.791667
9296.png,100.000000,100.000000,99.479167,88.541667,86.458333,97.395833
9297.png,100.000000,100.000000,99.479167,94.270833,86.458333,97.395833
9298.png,99.479167,100.000000,98.437500,79.166667,81.250000,94.791667
9299.png,100.000000,100.000000,98.437500,89.062500,81.770833,93.750000
9300.png,99.479167,100.000000,95.312500,83.333333,79.687500,93.229167
9302.png,100.000000,100.000000,97.916667,84.375000,79.687500,95.312500
9304.png,100.000000,100.000000,100.000000,90.104167,88.541667,97.395833
9305.png,100.000000,100.000000,97.395833,98.437500,80.208333,91.666667
9306.png,100.000000,100.000000,100.000000,84.375000,86.979167,95.312500
9307.png,100.000000,100.000000,96.354167,82.812500,87.500000,95.312500
9308.png,100.000000,100.000000,96.354167,84.895833,86.458333,95.312500
9309.png,100.000000,100.000000,98.437500,89.583333,88.541667,96.354167
9310.png,100.000000,100.000000,98.958333,75.000000,80.208333,94.270833
9312.png,100.000000,100.000000,96.875000,84.895833,80.208333,95.312500
9313.png,100.000000,100.000000,98.437500,87.500000,86.458333,95.312500
9315.png,100.000000,100.000000,98.958333,91.145833,83.854167,93.750000
9318.png,100.000000,100.000000,98.437500,95.833333,85.937500,95.833333
9319.png,100.000000,100.000000,95.833333,81.770833,78.125000,91.666667
9320.png,100.000000,100.000000,95.833333,82.291667,83.854167,93.750000
9321.png,100.000000,100.000000,97.916667,96.354167,85.416667,93.229167
9322.png,99.479167,100.000000,99.479167,85.416667,90.104167,95.833333
9323.png,100.000000,100.000000,98.437500,77.604167,78.125000,92.187500
9324.png,100.000000,100.000000,98.958333,79.687500,91.145833,95.833333
9326.png,100.000000,100.000000,100.000000,87.500000,94.270833,98.437500
9328.png,100.000000,100.000000,98.958333,83.854167,90.625000,96.354167
9330.png,100.000000,100.000000,98.437500,81.770833,87.500000,95.833333
9331.png,100.000000,100.000000,97.395833,88.541667,84.895833,95.833333
9332.png,99.479167,100.000000,97.395833,80.208333,77.604167,94.270833
9337.png,100.000000,100.000000,100.000000,97.916667,82.291667,94.270833
9338.png,100.000000,100.000000,99.479167,80.208333,92.187500,95.833333
9340.png,99.479167,100.000000,97.916667,94.270833,85.416667,92.708333
9342.png,100.000000,100.000000,98.437500,83.333333,85.937500,96.354167
9343.png,100.000000,100.000000,97.916667,97.916667,84.895833,94.791667
9344.png,100.000000,100.000000,96.354167,84.895833,72.395833,94.791667
9345.png,100.000000,100.000000,97.916667,96.354167,80.729167,92.708333
9347.png,99.479167,100.000000,97.395833,85.416667,84.895833,93.229167
9348.png,100.000000,100.000000,97.916667,93.750000,85.416667,97.395833
9349.png,100.000000,100.000000,98.958333,88.541667,84.375000,96.354167
9351.png,100.000000,100.000000,96.354167,97.395833,83.333333,92.708333
9352.png,100.000000,100.000000,97.395833,97.916667,89.062500,95.312500
9353.png,100.000000,100.000000,100.000000,91.145833,90.625000,96.354167
9354.png,99.479167,99.479167,95.833333,82.812500,80.208333,94.270833
9356.png,100.000000,100.000000,97.395833,84.375000,85.416667,94.791667
9357.png,100.000000,100.000000,96.875000,96.875000,83.333333,94.270833
9359.png,98.958333,100.000000,98.437500,86.458333,83.333333,95.312500
9361.png,100.000000,100.000000,99.479167,85.416667,89.583333,95.833333
9363.png,100.000000,100.000000,95.833333,84.895833,84.895833,93.229167
9364.png,100.000000,100.000000,99.479167,97.395833,84.895833,95.312500
9365.png,100.000000,100.000000,97.916667,85.416667,76.041667,92.187500
9366.png,100.000000,100.000000,98.437500,73.958333,85.416667,94.791667
9367.png,99.479167,99.479167,97.395833,80.729167,91.666667,96.354167
9369.png,100.000000,100.000000,99.479167,88.541667,93.750000,97.395833
9370.png,100.000000,100.000000,98.958333,83.333333,91.145833,98.958333
9372.png,99.479167,100.000000,97.916667,81.770833,78.125000,93.229167
9374.png,100.000000,100.000000,97.916667,96.354167,82.812500,92.708333
9375.png,100.000000,100.000000,98.958333,84.375000,89.062500,96.354167
9377.png,100.000000,100.000000,98.437500,81.770833,88.541667,94.270833
9378.png,100.000000,100.000000,99.479167,81.250000,82.291667,94.791667
9380.png,100.000000,100.000000,97.395833,79.687500,85.937500,95.312500
9382.png,100.000000,100.000000,98.437500,84.375000,82.291667,94.270833
9384.png,100.000000,100.000000,98.958333,85.416667,89.062500,96.875000
9385.png,100.000000,100.000000,98.958333,82.812500,86.979167,94.791667
9388.png,100.000000,100.000000,97.916667,86.979167,83.854167,95.312500
9389.png,99.479167,100.000000,96.354167,86.458333,78.125000,94.791667
9391.png,100.000000,100.000000,96.354167,84.895833,86.458333,93.750000
9392.png,100.000000,100.000000,99.479167,82.291667,82.812500,96.354167
9393.png,100.000000,100.000000,96.875000,85.416667,72.395833,95.833333
9394.png,100.000000,100.000000,97.395833,95.833333,81.770833,93.750000
9395.png,100.000000,100.000000,98.437500,82.291667,86.458333,94.270833
9396.png,100.000000,100.000000,99.479167,89.062500,82.291667,96.354167
9398.png,99.479167,100.000000,98.958333,80.729167,73.437500,92.708333
9401.png,100.000000,100.000000,96.354167,85.416667,85.416667,96.875000
9402.png,100.000000,100.000000,98.958333,87.500000,76.562500,94.270833
9403.png,100.000000,100.000000,98.437500,94.270833,87.500000,95.312500
9406.png,100.000000,100.000000,97.916667,91.666667,88.020833,93.229167
9407.png,100.000000,100.000000,99.479167,81.250000,83.854167,93.750000
9408.png,100.000000,100.000000,99.479167,82.291667,83.854167,97.395833
9409.png,99.479167,100.000000,99.479167,89.062500,88.020833,94.791667
9411.png,100.000000,100.000000,100.000000,89.583333,88.541667,97.395833
9414.png,99.479167,100.000000,97.395833,72.395833,77.604167,94.791667
9416.png,99.479167,100.000000,98.958333,96.354167,88.541667,95.312500
9418.png,100.000000,100.000000,97.916667,90.625000,80.208333,93.750000
9419.png,100.000000,100.000000,97.916667,77.604167,92.708333,96.354167
9421.png,100.000000,100.000000,97.395833,76.041667,76.562500,94.270833
9422.png,99.479167,100.000000,97.916667,88.020833,76.041667,92.708333
9426.png,100.000000,100.000000,100.000000,99.479167,86.979167,93.750000
9431.png,100.000000,100.000000,98.958333,88.020833,89.062500,95.833333
9432.png,99.479167,100.000000,96.354167,93.750000,72.395833,91.145833
9433.png,99.479167,100.000000,96.875000,86.979167,85.416667,95.312500
9434.png,100.000000,100.000000,98.437500,83.854167,82.812500,93.750000
9440.png,100.000000,100.000000,98.437500,84.895833,89.062500,95.833333
9442.png,100.000000,100.000000,98.437500,87.500000,82.291667,95.312500
9444.png,100.000000,100.000000,98.437500,82.812500,82.291667,94.270833
9445.png,100.000000,100.000000,99.479167,84.895833,85.937500,95.312500
9447.png,99.479167,100.000000,98.437500,83.333333,88.020833,96.354167
9448.png,100.000000,100.000000,100.000000,94.791667,91.666667,95.312500
9450.png,100.000000,100.000000,97.395833,96.875000,84.895833,94.791667
9451.png,100.000000,100.000000,95.833333,78.125000,93.229167,94.270833
9455.png,100.000000,100.000000,99.479167,91.145833,90.625000,95.833333
9456.png,100.000000,100.000000,98.958333,85.416667,82.812500,92.708333
9458.png,100.000000,100.000000,97.916667,83.854167,83.854167,94.791667
9462.png,100.000000,100.000000,98.958333,93.229167,80.729167,93.229167
9463.png,100.000000,100.000000,97.395833,87.500000,78.125000,93.229167
9466.png,100.000000,100.000000,97.916667,83.854167,80.208333,92.708333
9467.png,100.000000,100.000000,97.916667,82.291667,82.812500,94.270833
9468.png,100.000000,100.000000,98.958333,80.729167,80.729167,93.750000
9469.png,100.000000,100.000000,98.437500,96.354167,80.208333,94.270833
9470.png,99.479167,100.000000,98.958333,84.895833,81.770833,93.229167
9472.png,100.000000,100.000000,98.437500,82.291667,85.937500,94.791667
9475.png,100.000000,100.000000,97.395833,85.937500,83.333333,93.750000
9477.png,99.479167,100.000000,95.312500,93.229167,74.479167,94.270833
9480.png,99.479167,100.000000,95.833333,83.854167,84.375000,97.395833
9481.png,100.000000,100.000000,99.479167,85.416667,86.979167,96.354167
9482.png,100.000000,100.000000,98.958333,92.187500,90.625000,96.875000
9483.png,100.000000,100.000000,99.479167,89.583333,90.625000,96.875000
9486.png,100.000000,100.000000,97.916667,88.541667,90.104167,96.875000
9489.png,100.000000,99.479167,99.479167,84.895833,85.416667,93.750000
9490.png,100.000000,100.000000,100.000000,91.145833,91.666667,97.916667
9494.png,100.000000,100.000000,97.395833,83.333333,80.729167,94.791667
9498.png,100.000000,100.000000,97.916667,95.833333,78.125000,92.708333
9499.png,100.000000,100.000000,98.958333,96.875000,86.979167,95.833333
9501.png,100.000000,100.000000,100.000000,97.916667,86.979167,95.833333
9503.png,100.000000,100.000000,100.000000,87.500000,83.854167,95.312500
9504.png,100.000000,100.000000,99.479167,81.770833,88.020833,95.312500
9506.png,100.000000,100.000000,97.916667,68.750000,82.291667,95.312500
9507.png,100.000000,100.000000,98.958333,86.458333,92.708333,97.395833
9508.png,100.000000,100.000000,95.833333,83.333333,81.250000,93.750000
9509.png,100.000000,100.000000,98.437500,83.333333,88.020833,95.312500
9516.png,100.000000,100.000000,100.000000,83.854167,82.812500,93.229167
9517.png,100.000000,100.000000,99.479167,75.000000,81.250000,97.395833
9519.png,99.479167,100.000000,100.000000,84.895833,88.541667,95.312500
9524.png,100.000000,100.000000,97.916667,86.458333,83.854167,93.229167
9525.png,100.000000,100.000000,97.916667,82.291667,86.979167,95.312500
9527.png,100.000000,100.000000,100.000000,75.520833,82.812500,92.187500
9528.png,100.000000,100.000000,97.395833,78.125000,80.208333,92.708333
9529.png,100.000000,100.000000,99.479167,83.333333,88.020833,98.437500
9532.png,100.000000,100.000000,98.958333,89.583333,86.979167,96.354167
9533.png,100.000000,100.000000,100.000000,80.208333,87.500000,92.187500
9534.png,100.000000,100.000000,99.479167,83.333333,87.500000,94.791667
9537.png,98.958333,100.000000,96.875000,85.937500,79.687500,94.791667
9538.png,100.000000,100.000000,99.479167,95.312500,89.062500,94.791667
9540.png,100.000000,100.000000,97.395833,88.020833,83.333333,95.312500
9542.png,99.479167,100.000000,96.875000,84.375000,88.020833,94.791667
9546.png,100.000000,100.000000,98.437500,71.875000,77.083333,92.187500
9547.png,100.000000,100.000000,98.958333,79.687500,83.854167,92.708333
9548.png,100.000000,100.000000,98.958333,82.812500,85.937500,94.270833
9550.png,100.000000,100.000000,98.958333,77.604167,88.541667,94.791667
9551.png,100.000000,100.000000,98.958333,86.458333,79.166667,94.791667
9552.png,100.000000,100.000000,94.791667,93.750000,81.250000,93.750000
9553.png,100.000000,100.000000,94.791667,79.166667,83.333333,92.187500
9554.png,99.479167,100.000000,97.916667,76.041667,79.166667,94.791667
9556.png,100.000000,100.000000,99.479167,81.250000,84.375000,94.791667
9557.png,100.000000,100.000000,98.437500,82.291667,88.541667,94.791667
9558.png,100.000000,100.000000,98.437500,85.416667,74.479167,94.791667
9562.png,100.000000,100.000000,96.875000,88.541667,79.166667,94.791667
9564.png,100.000000,100.000000,97.395833,90.104167,80.208333,93.750000
9567.png,100.000000,100.000000,97.916667,85.416667,89.583333,96.354167
9568.png,100.000000,100.000000,98.958333,89.583333,87.500000,96.875000
9569.png,100.000000,100.000000,98.958333,90.625000,82.291667,94.791667
9570.png,100.000000,100.000000,97.916667,82.812500,83.854167,96.875000
9573.png,100.000000,100.000000,97.916667,77.083333,77.604167,91.145833
9574.png,100.000000,100.000000,97.395833,83.333333,88.020833,96.354167
9576.png,100.000000,100.000000,99.479167,73.437500,79.687500,95.833333
9579.png,100.000000,100.000000,98.437500,75.520833,87.500000,97.395833
9581.png,100.000000,100.000000,98.958333,75.520833,86.979167,95.312500
9582.png,100.000000,100.000000,98.437500,98.437500,88.020833,95.312500
9583.png,100.000000,100.000000,98.437500,85.937500,89.062500,96.354167
9585.png,100.000000,100.000000,98.958333,77.604167,85.937500,94.791667
9586.png,100.000000,100.000000,96.875000,80.208333,88.020833,97.395833
9587.png,100.000000,100.000000,100.000000,81.250000,80.729167,93.229167
9588.png,100.000000,100.000000,98.437500,83.333333,84.895833,93.750000
9590.png,100.000000,100.000000,98.958333,93.229167,80.729167,94.791667
9591.png,99.479167,100.000000,100.000000,86.979167,79.687500,95.312500
9593.png,100.000000,100.000000,98.958333,85.937500,84.895833,97.916667
9595.png,100.000000,100.000000,97.916667,85.416667,84.375000,96.354167
9596.png,100.000000,100.000000,97.916667,96.875000,86.458333,95.312500
9597.png,100.000000,100.000000,95.833333,79.687500,76.041667,91.666667
9598.png,100.000000,100.000000,99.479167,79.166667,90.104167,95.312500
9599.png,99.479167,100.000000,100.000000,80.729167,85.937500,94.270833
9601.png,99.479167,100.000000,96.875000,89.062500,82.291667,93.750000
9602.png,100.000000,100.000000,98.437500,81.770833,82.291667,94.270833
9603.png,100.000000,100.000000,99.479167,84.375000,90.625000,96.354167
9606.png,100.000000,100.000000,99.479167,89.583333,88.020833,95.312500
9607.png,100.000000,100.000000,96.354167,81.250000,84.375000,93.229167
9608.png,100.000000,100.000000,98.958333,79.166667,90.104167,95.312500
9609.png,100.000000,100.000000,96.354167,96.875000,79.166667,90.625000
9612.png,100.000000,100.000000,98.437500,85.937500,84.895833,96.354167
9614.png,99.479167,100.000000,96.875000,81.770833,77.604167,90.625000
9616.png,100.000000,100.000000,97.395833,79.166667,88.541667,93.750000
9617.png,100.000000,100.000000,98.958333,92.708333,86.458333,94.791667
9620.png,100.000000,100.000000,98.958333,80.208333,82.291667,96.354167
9622.png,100.000000,100.000000,96.354167,97.395833,77.604167,92.708333
9624.png,100.000000,100.000000,97.395833,80.729167,88.020833,94.270833
9625.png,100.000000,100.000000,98.958333,93.750000,87.500000,94.270833
9627.png,100.000000,100.000000,96.354167,80.208333,81.770833,92.708333
9628.png,100.000000,100.000000,98.437500,89.062500,83.333333,94.791667
9629.png,100.000000,100.000000,98.958333,84.895833,81.250000,95.312500
9631.png,99.479167,100.000000,99.479167,97.395833,85.937500,93.750000
