file,blurr,brightness,colorswap,move,resize,rotated
8456.png,100.000000,100.000000,98.958333,83.333333,81.250000,96.354167
8457.png,99.479167,100.000000,98.958333,85.416667,78.645833,93.229167
8458.png,100.000000,100.000000,98.958333,77.083333,78.645833,93.229167
8460.png,100.000000,100.000000,98.958333,86.458333,81.250000,94.270833
8462.png,99.479167,100.000000,96.354167,77.083333,83.333333,94.270833
8463.png,100.000000,100.000000,96.354167,85.416667,84.895833,95.312500
8464.png,100.000000,100.000000,98.437500,85.937500,78.125000,94.270833
8466.png,100.000000,100.000000,98.437500,78.645833,84.375000,95.833333
8467.png,100.000000,100.000000,99.479167,95.312500,82.812500,96.354167
8468.png,99.479167,100.000000,96.354167,95.833333,83.854167,94.791667
8470.png,100.000000,100.000000,98.958333,89.583333,89.583333,96.875000
8471.png,100.000000,100.000000,99.479167,94.791667,86.458333,93.750000
8473.png,100.000000,100.000000,100.000000,88.541667,83.333333,97.395833
8474.png,100.000000,100.000000,99.479167,86.458333,79.166667,95.312500
8476.png,100.000000,100.000000,97.916667,83.854167,88.020833,92.708333
8478.png,100.000000,100.000000,98.958333,92.708333,86.979167,95.833333
8479.png,100.000000,100.000000,99.479167,84.375000,83.854167,94.270833
8480.png,99.479167,100.000000,100.000000,85.416667,81.250000,94.791667
8481.png,100.000000,100.000000,98.437500,82.291667,77.604167,95.312500
8483.png,100.000000,100.000000,98.958333,88.020833,84.375000,95.833333
8484.png,100.000000,100.000000,99.479167,81.770833,76.041667,96.354167
8485.png,100.000000,100.000000,97.916667,93.229167,80.729167,92.187500
8487.png,99.479167,100.000000,98.958333,84.895833,81.770833,93.229167
8490.png,100.000000,100.000000,99.479167,88.020833,85.416667,94.270833
8491.png,99.479167,100.000000,98.958333,91.145833,91.145833,96.875000
8492.png,100.000000,100.000000,97.916667,86.979167,82.291667,94.791667
8494.png,100.000000,100.000000,99.479167,94.791667,88.020833,96.875000
8495.png,100.000000,100.000000,97.916667,84.375000,86.458333,97.395833
8496.png,100.000000,100.000000,95.833333,78.125000,84.895833,93.750000
8497.png,100.000000,100.000000,97.395833,86.979167,85.937500,92.708333
8500.png,100.000000,100.000000,99.479167,83.854167,90.625000,97.395833
8501.png,100.000000,100.000000,99.479167,84.375000,89.583333,95.833333
8502.png,100.000000,100.000000,99.479167,82.291667,83.854167,92.187500
8504.png,99.479167,100.000000,97.916667,92.187500,80.208333,95.833333
8505.png,100.000000,100.000000,100.000000,71.875000,84.375000,99.479167
8508.png,100.000000,100.000000,95.833333,92.708333,85.937500,93.229167
8510.png,100.000000,100.000000,99.479167,97.916667,80.729167,92.708333
8512.png,100.000000,100.000000,98.958333,83.333333,87.500000,95.312500
8513.png,100.000000,100.000000,97.916667,83.333333,80.729167,92.187500
8514.png,100.000000,100.000000,98.958333,76.562500,88.020833,96.354167
8518.png,100.000000,100.000000,100.000000,87.500000,92.187500,97.395833
8519.png,100.000000,100.000000,99.479167,88.541667,88.020833,95.312500
8522.png,100.000000,100.000000,97.395833,93.229167,80.729167,93.750000
8525.png,98.958333,100.000000,95.312500,89.583333,81.250000,93.229167
8528.png,100.000000,100.000000,95.833333,81.250000,85.937500,96.354167
8534.png,100.000000,100.000000,98.437500,80.729167,79.166667,95.312500
8535.png,100.000000,100.000000,100.000000,78.125000,82.812500,97.395833
8536.png,100.000000,100.000000,100.000000,84.375000,90.625000,96.875000
8537.png,100.000000,100.000000,99.479167,79.687500,93.229167,96.354167
8539.png,100.000000,100.000000,98.958333,83.854167,83.333333,94.791667
8540.png,100.000000,100.000000,98.958333,97.395833,86.979167,96.875000
8541.png,100.000000,100.000000,99.479167,96.875000,86.979167,96.354167
8542.png,99.479167,100.000000,98.437500,85.937500,90.104167,94.270833
8543.png,100.000000,100.000000,97.916667,81.770833,84.895833,94.270833
8544.png,100.000000,100.000000,97.916667,91.145833,82.812500,96.354167
8545.png,99.479167,100.000000,97.395833,92.708333,84.375000,95.312500
8546.png,100.000000,100.000000,98.958333,96.875000,94.270833,95.312500
8547.png,100.000000,100.000000,99.479167,84.375000,78.645833,93.229167
8548.png,100.000000,100.000000,98.437500,80.208333,83.854167,96.354167
8549.png,99.479167,100.000000,95.833333,86.458333,81.250000,94.270833
8551.png,100.000000,100.000000,97.916667,87.500000,84.895833,95.833333
8554.png,100.000000,100.000000,97.395833,89.583333,84.895833,94.791667
8557.png,100.000000,100.000000,96.875000,90.625000,84.895833,91.666667
8558.png,100.000000,100.000000,97.916667,86.458333,79.166667,93.750000
8559.png,100.000000,100.000000,98.437500,84.895833,85.416667,96.354167
8560.png,100.000000,100.000000,97.916667,78.645833,93.750000,93.750000
8563.png,99.479167,100.000000,97.916667,88.541667,77.604167,92.187500
8565.png,100.000000,100.000000,98.958333,89.062500,92.187500,98.437500
8566.png,100.000000,100.000000,99.479167,86.458333,84.895833,96.875000
8567.png,100.000000,100.000000,99.479167,86.979167,79.687500,95.312500
8568.png,100.000000,100.000000,99.479167,82.812500,89.583333,96.875000
8570.png,99.479167,100.000000,97.916667,80.208333,86.979167,96.354167
8572.png,100.000000,100.000000,97.916667,97.395833,83.854167,92.708333
8573.png,100.000000,100.000000,98.958333,85.416667,85.937500,94.270833
8575.png,99.479167,100.000000,97.395833,84.895833,85.416667,95.312500
8578.png,100.000000,100.000000,96.875000,82.812500,81.770833,93.750000
8579.png,100.000000,100.000000,96.875000,82.291667,89.062500,97.395833
8580.png,100.000000,100.000000,95.833333,87.500000,92.187500,97.916667
8584.png,99.479167,100.000000,96.875000,95.833333,81.770833,93.750000
8585.png,100.000000,100.000000,96.875000,79.166667,82.812500,93.750000
8586.png,100.000000,100.000000,98.958333,94.791667,92.708333,95.312500
8588.png,100.000000,100.000000,99.479167,78.125000,82.291667,92.187500
8590.png,100.000000,100.000000,98.958333,83.854167,89.583333,96.875000
8591.png,100.000000,100.000000,98.958333,80.208333,88.541667,95.312500
8592.png,100.000000,100.000000,100.000000,88.541667,82.291667,96.354167
8593.png,100.000000,100.000000,99.479167,82.812500,78.125000,94.270833
8594.png,100.000000,100.000000,97.916667,96.875000,88.020833,95.312500
8596.png,100.000000,100.000000,96.354167,81.250000,80.208333,92.187500
8597.png,100.000000,100.000000,98.958333,85.937500,83.333333,95.833333
8599.png,100.000000,100.000000,98.437500,90.104167,80.208333,94.270833
8600.png,100.000000,100.000000,99.479167,80.208333,87.500000,96.354167
8601.png,100.000000,100.000000,97.916667,83.854167,74.479167,94.791667
8602.png,100.000000,100.000000,98.958333,85.416667,83.854167,95.833333
8603.png,100.000000,100.000000,100.000000,87.500000,90.104167,98.437500
8604.png,100.000000,100.000000,98.437500,89.583333,88.020833,97.395833
8605.png,100.000000,100.000000,96.354167,86.979167,92.708333,96.354167
8606.png,100.000000,100.000000,97.395833,81.770833,81.770833,94.791667
8607.png,100.000000,100.000000,99.479167,84.895833,91.145833,95.833333
8610.png,100.000000,100.000000,97.916667,81.250000,79.166667,95.312500
8611.png,100.000000,99.479167,98.437500,85.416667,89.583333,96.354167
8612.png,100.000000,100.000000,100.000000,82.291667,80.208333,93.229167
8613.png,100.000000,100.000000,99.479167,88.020833,86.458333,94.791667
8614.png,100.000000,100.000000,98.958333,86.458333,86.458333,95.312500
8615.png,100.000000,100.000000,98.437500,85.416667,82.812500,95.833333
8618.png,100.000000,100.000000,99.479167,84.895833,72.916667,96.875000
8619.png,100.000000,100.000000,98.437500,85.416667,84.375000,95.312500
8621.png,100.000000,100.000000,100.000000,77.604167,90.104167,95.312500
8622.png,100.000000,100.000000,100.000000,81.250000,82.812500,92.708333
8623.png,100.000000,100.000000,98.958333,76.041667,89.062500,96.354167
8625.png,100.000000,100.000000,98.958333,96.875000,89.062500,95.312500
8626.png,100.000000,100.000000,95.833333,93.750000,86.458333,94.791667
8627.png,100.000000,100.000000,97.916667,82.812500,85.937500,94.270833
8628.png,100.000000,100.000000,95.833333,81.770833,79.166667,94.270833
8629.png,100.000000,100.000000,100.000000,95.833333,83.854167,95.833333
8632.png,100.000000,100.000000,98.958333,86.458333,79.166667,91.666667
8633.png,100.000000,100.000000,96.354167,86.458333,83.333333,93.229167
8634.png,100.000000,100.000000,97.395833,84.375000,81.250000,94.791667
8636.png,100.000000,100.000000,97.395833,84.375000,88.541667,96.875000
8637.png,100.000000,100.000000,97.916667,80.729167,84.375000,94.791667
8639.png,100.000000,100.000000,98.958333,84.375000,88.020833,98.437500
8640.png,99.479167,100.000000,98.958333,82.291667,83.854167,93.229167
8641.png,100.000000,100.000000,98.437500,83.854167,76.562500,94.270833
8642.png,100.000000,100.000000,99.479167,83.854167,91.145833,95.833333
8643.png,100.000000,100.000000,99.479167,87.500000,85.416667,96.354167
8644.png,100.000000,100.000000,100.000000,85.937500,88.541667,96.354167
8645.png,100.000000,100.000000,94.270833,84.375000,84.895833,94.791667
8647.png,100.000000,100.000000,99.479167,84.375000,91.145833,98.437500
8648.png,100.000000,100.000000,96.875000,94.791667,81.770833,94.270833
8650.png,100.000000,100.000000,98.437500,85.937500,88.541667,94.791667
8652.png,99.479167,100.000000,96.354167,86.979167,82.291667,94.791667
8653.png,100.000000,100.000000,99.479167,92.708333,84.895833,94.791667
8654.png,100.000000,100.000000,98.958333,99.479167,90.625000,100.000000
8655.png,100.000000,100.000000,96.875000,97.916667,83.333333,93.229167
8656.png,99.479167,100.000000,100.000000,92.187500,95.312500,97.916667
8660.png,100.000000,100.000000,97.916667,82.291667,82.291667,94.791667
8661.png,100.000000,100.000000,99.479167,81.250000,88.541667,94.791667
8662.png,100.000000,99.479167,95.833333,80.208333,83.854167,96.354167
8663.png,100.000000,100.000000,98.958333,88.541667,92.708333,95.312500
8666.png,100.000000,100.000000,97.916667,93.750000,83.333333,92.187500
8668.png,100.000000,100.000000,96.875000,85.937500,79.687500,93.750000
8669.png,100.000000,100.000000,98.958333,77.083333,81.250000,95.833333
8671.png,100.000000,100.000000,97.916667,77.083333,77.604167,91.145833
8672.png,100.000000,100.000000,100.000000,85.937500,85.937500,96.875000
8675.png,100.000000,100.000000,96.875000,88.020833,88.020833,93.229167
8676.png,99.479167,100.000000,100.000000,86.458333,82.291667,93.750000
8678.png,100.000000,100.000000,98.437500,81.250000,80.729167,93.229167
8679.png,100.000000,100.000000,98.437500,86.458333,80.208333,94.791667
8680.png,100.000000,100.000000,98.958333,83.854167,80.729167,92.708333
8682.png,100.000000,100.000000,99.479167,81.250000,83.854167,94.270833
8683.png,100.000000,100.000000,100.000000,84.375000,87.500000,95.833333
8684.png,100.000000,100.000000,94.791667,75.000000,76.041667,92.187500
8685.png,100.000000,100.000000,95.312500,83.854167,85.416667,93.229167
8686.png,100.000000,100.000000,99.479167,86.979167,83.854167,97.395833
8688.png,100.000000,100.000000,99.479167,96.354167,78.645833,94.270833
8689.png,100.000000,100.000000,96.875000,77.083333,80.208333,93.229167
8691.png,100.000000,100.000000,98.958333,84.895833,89.062500,95.833333
8693.png,100.000000,100.000000,99.479167,79.687500,81.770833,97.395833
8694.png,98.958333,100.000000,97.916667,93.229167,86.458333,95.833333
8696.png,100.000000,100.000000,98.437500,82.291667,87.500000,94.791667
8698.png,100.000000,100.000000,98.437500,82.812500,82.812500,93.229167
8699.png,100.000000,100.000000,97.395833,90.104167,80.208333,94.270833
8701.png,100.000000,100.000000,99.479167,85.937500,81.770833,97.395833
8703.png,100.000000,100.000000,97.916667,84.895833,85.416667,94.791667
8705.png,100.000000,100.000000,98.437500,84.895833,85.416667,95.312500
8706.png,100.000000,100.000000,98.437500,83.854167,84.895833,94.270833
8709.png,100.000000,100.000000,99.479167,83.333333,85.937500,97.916667
8710.png,100.000000,100.000000,98.958333,98.437500,86.979167,98.437500
8711.png,100.000000,100.000000,98.437500,80.729167,80.208333,93.229167
8714.png,99.479167,100.000000,97.916667,82.812500,86.979167,93.229167
8715.png,100.000000,100.000000,99.479167,98.437500,89.583333,93.229167
8717.png,100.000000,100.000000,100.000000,78.125000,82.812500,95.312500
8721.png,99.479167,100.000000,97.395833,80.208333,82.291667,93.750000
8722.png,100.000000,100.000000,98.437500,87.500000,87.500000,96.875000
8723.png,100.000000,100.000000,99.479167,86.458333,84.895833,96.875000
8724.png,99.479167,100.000000,97.395833,81.770833,84.375000,92.708333
8726.png,100.000000,100.000000,100.000000,90.625000,86.979167,95.312500
8727.png,100.000000,100.000000,97.916667,88.020833,81.770833,93.750000
8728.png,100.000000,100.000000,97.916667,95.833333,81.770833,91.145833
8730.png,100.000000,100.000000,98.958333,85.416667,86.979167,95.312500
8732.png,100.000000,100.000000,99.479167,80.208333,88.541667,94.270833
8734.png,100.000000,100.000000,98.958333,84.895833,89.062500,94.791667
8736.png,100.000000,100.000000,98.437500,84.375000,82.291667,95.833333
8739.png,100.000000,100.000000,98.958333,85.937500,82.812500,95.312500
8740.png,100.000000,100.000000,98.437500,94.791667,89.062500,94.270833
8742.png,99.479167,100.000000,98.958333,80.208333,82.291667,95.833333
8744.png,100.000000,100.000000,97.395833,89.583333,85.416667,96.875000
8746.png,100.000000,100.000000,98.437500,94.270833,82.291667,96.354167
8749.png,100.000000,100.000000,98.437500,84.895833,78.645833,91.666667
8751.png,99.479167,100.000000,98.958333,85.937500,87.500000,95.833333
8755.png,100.000000,100.000000,98.437500,93.750000,90.104167,97.916667
8756.png,99.479167,100.000000,98.437500,93.229167,86.458333,95.312500
8757.png,100.000000,100.000000,98.437500,69.270833,77.083333,92.187500
8758.png,100.000000,100.000000,95.312500,96.875000,71.875000,93.750000
8760.png,100.000000,100.000000,99.479167,87.500000,84.375000,96.875000
8761.png,100.000000,100.000000,98.958333,83.854167,83.333333,94.270833
8762.png,100.000000,100.000000,97.395833,94.791667,82.812500,92.708333
8763.png,100.000000,100.000000,100.000000,73.958333,83.854167,98.958333
8764.png,100.000000,100.000000,97.916667,76.041667,89.062500,92.708333
8765.png,100.000000,100.000000,99.479167,76.562500,88.541667,96.354167
8768.png,100.000000,100.000000,98.958333,87.500000,91.666667,98.437500
8769.png,100.000000,100.000000,96.875000,90.104167,82.291667,96.875000
8770.png,100.000000,100.000000,98.437500,77.604167,77.604167,98.958333
8774.png,100.000000,100.000000,97.395833,77.083333,90.625000,95.312500
8776.png,100.000000,100.000000,100.000000,82.812500,84.895833,95.833333
8778.png,100.000000,100.000000,98.437500,84.895833,75.000000,91.145833
8779.png,100.000000,100.000000,97.395833,88.020833,89.062500,96.875000
8782.png,100.000000,100.000000,96.875000,93.750000,79.687500,94.791667
8783.png,99.479167,100.000000,98.958333,89.583333,84.375000,92.708333
8784.png,100.000000,100.000000,98.958333,83.333333,83.854167,94.791667
8786.png,100.000000,100.000000,98.437500,86.458333,76.041667,93.750000
8787.png,100.000000,100.000000,97.916667,79.687500,88.020833,94.791667
8788.png,99.479167,100.000000,96.354167,84.895833,84.895833,92.708333
8789.png,100.000000,100.000000,99.479167,83.854167,80.208333,95.312500
8790.png,99.479167,100.000000,99.479167,77.083333,79.687500,91.145833
8792.png,100.000000,100.000000,98.437500,81.770833,85.937500,98.437500
8793.png,100.000000,100.000000,98.958333,88.541667,89.583333,96.875000
8794.png,100.000000,100.000000,98.437500,82.812500,79.687500,94.270833
8795.png,100.000000,100.000000,99.479167,87.500000,89.062500,98.958333
8796.png,100.000000,100.000000,98.958333,89.583333,82.812500,96.354167
8797.png,100.000000,100.000000,100.000000,80.208333,86.979167,94.791667
8798.png,100.000000,100.000000,100.000000,85.416667,87.500000,96.354167
8799.png,100.000000,100.000000,98.437500,86.458333,84.375000,96.354167
8808.png,100.000000,100.000000,99.479167,81.250000,81.250000,94.270833
8809.png,100.000000,100.000000,100.000000,84.375000,90.104167,97.916667
8810.png,100.000000,100.000000,100.000000,91.145833,91.666667,97.395833
8812.png,100.000000,100.000000,99.479167,88.020833,94.791667,96.354167
8813.png,100.000000,100.000000,97.916667,89.062500,91.145833,98.437500
8814.png,100.000000,100.000000,96.354167,84.895833,86.979167,97.916667
8816.png,100.000000,100.000000,98.958333,84.895833,77.083333,93.750000
8823.png,99.479167,100.000000,96.875000,83.333333,90.625000,96.875000
8826.png,99.479167,100.000000,98.958333,95.833333,90.104167,94.270833
8827.png,100.000000,100.000000,98.437500,84.895833,79.166667,91.145833
8828.png,100.000000,100.000000,97.395833,84.375000,74.479167,95.312500
8830.png,99.479167,99.479167,97.395833,88.020833,91.145833,96.875000
8831.png,100.000000,100.000000,100.000000,77.604167,85.937500,93.750000
8833.png,99.479167,100.000000,97.395833,84.895833,80.208333,94.791667
8834.png,100.000000,100.000000,98.958333,88.020833,81.770833,96.354167
8837.png,100.000000,100.000000,99.479167,72.916667,82.291667,97.916667
8838.png,100.000000,100.000000,95.833333,82.812500,87.500000,94.270833
8843.png,100.000000,100.000000,99.479167,98.958333,89.583333,94.270833
8846.png,100.000000,100.000000,99.479167,84.895833,82.812500,93.229167
8848.png,100.000000,100.000000,99.479167,90.104167,86.979167,94.270833
8850.png,100.000000,100.000000,96.875000,86.458333,92.708333,98.437500
8855.png,100.000000,100.000000,97.916667,91.666667,80.729167,95.833333
8856.png,100.000000,100.000000,97.395833,86.979167,88.541667,97.916667
8858.png,100.000000,100.000000,99.479167,83.333333,88.020833,97.916667
8859.png,100.000000,100.000000,97.395833,83.333333,81.770833,95.312500
8862.png,100.000000,100.000000,99.479167,79.166667,86.458333,93.229167
8863.png,99.479167,100.000000,98.437500,99.479167,89.062500,95.312500
8864.png,100.000000,100.000000,97.916667,85.416667,77.604167,94.270833
8868.png,100.000000,100.000000,98.958333,83.854167,77.083333,95.833333
8869.png,99.479167,100.000000,98.958333,84.375000,86.979167,95.833333
8871.png,100.000000,100.000000,96.354167,86.458333,86.979167,93.229167
8874.png,100.000000,100.000000,97.395833,88.541667,86.979167,97.395833
8875.png,100.000000,100.000000,98.437500,96.875000,80.729167,93.750000
8876.png,99.479167,99.479167,98.437500,92.187500,84.375000,92.187500
8879.png,99.479167,100.000000,96.354167,90.104167,82.291667,95.312500
8880.png,99.479167,100.000000,98.958333,78.125000,80.729167,93.750000
8882.png,100.000000,100.000000,98.958333,83.333333,87.500000,94.791667
8883.png,100.000000,100.000000,100.000000,90.625000,91.666667,96.354167
8890.png,100.000000,100.000000,98.437500,91.666667,82.291667,94.791667
8891.png,100.000000,100.000000,99.479167,86.979167,81.250000,95.312500
8892.png,100.000000,100.000000,97.395833,85.937500,89.062500,95.312500
8893.png,99.479167,100.000000,99.479167,90.625000,87.500000,94.791667
8895.png,100.000000,100.000000,98.958333,85.937500,85.416667,95.833333
8896.png,99.479167,100.000000,99.479167,88.020833,91.666667,94.791667
8897.png,100.000000,100.000000,97.916667,96.354167,79.166667,93.750000
8898.png,100.000000,100.000000,97.395833,98.437500,89.062500,94.270833
8899.png,100.000000,100.000000,99.479167,78.125000,86.979167,95.312500
8901.png,100.000000,100.000000,97.916667,96.354167,88.541667,95.312500
8904.png,100.000000,100.000000,98.958333,84.895833,86.979167,97.395833
8910.png,100.000000,100.000000,97.916667,88.541667,77.604167,94.791667
8911.png,100.000000,100.000000,98.437500,97.395833,84.375000,96.354167
8913.png,99.479167,100.000000,99.479167,81.770833,83.333333,95.312500
8914.png,100.000000,100.000000,97.916667,80.208333,81.770833,93.750000
8918.png,100.000000,100.000000,94.791667,84.375000,79.166667,94.791667
8919.png,100.000000,100.000000,98.958333,84.895833,89.583333,97.916667
8922.png,100.000000,100.000000,100.000000,84.895833,90.104167,98.437500
8923.png,99.479167,100.000000,97.916667,83.854167,71.354167,94.270833
8926.png,100.000000,100.000000,100.000000,83.333333,88.020833,95.312500
8927.png,100.000000,100.000000,96.354167,85.937500,83.333333,94.270833
8928.png,100.000000,100.000000,96.354167,80.208333,80.729167,96.875000
8929.png,100.000000,100.000000,98.437500,83.333333,85.937500,97.395833
8930.png,100.000000,100.000000,99.479167,88.020833,78.125000,94.791667
8932.png,100.000000,100.000000,100.000000,82.291667,90.625000,95.833333
8933.png,100.000000,100.000000,98.437500,73.958333,79.687500,91.666667
8936.png,100.000000,100.000000,99.479167,83.854167,83.333333,93.229167
8937.png,100.000000,100.000000,98.958333,85.416667,82.291667,93.750000
8938.png,99.479167,100.000000,96.354167,84.895833,85.937500,92.708333
8939.png,100.000000,100.000000,95.833333,80.208333,88.020833,96.354167
8941.png,100.000000,100.000000,97.395833,85.416667,78.125000,94.791667
8942.png,100.000000,100.000000,97.916667,86.458333,91.666667,98.958333
8944.png,99.479167,100.000000,98.958333,90.625000,88.541667,95.833333
8945.png,100.000000,100.000000,98.437500,96.354167,88.541667,95.312500
8946.png,99.479167,100.000000,100.000000,81.250000,88.541667,94.270833
8947.png,100.000000,100.000000,98.958333,89.062500,82.291667,95.312500
8948.png,100.000000,100.000000,97.395833,96.354167,88.541667,95.833333
